56,CODENO
6126,16
214091.875,841215.1875
218829.0,831090.0
217605.671875,830865.75
201864.0,818968.0
216426.0,805179.0
192646.0,807178.0
187948.546875,807454.3125
176840.0,814731.0
183258.0,824522.0
194413.0,820074.0
187966.0,826737.0
175233.0,827294.0
179122.0,832281.0
189365.0,836048.0
205306.0,844697.0
211804.0,840980.0
6016,13
383866.0,865862.0
398721.0,867484.0
409200.0,858927.0
412572.0,844062.0
407583.0,832302.0
399497.0,838711.0
397156.0,840640.0
384736.0,842603.0
377075.0,828194.0
359282.0,847622.0
352324.0,867538.0
365449.0,865552.0
369706.0,864082.0
6121,12
311487.0,968650.0
320989.0,968653.0
320254.0,976863.0
332158.0,973807.0
340660.0,973319.0
336252.0,950898.0
3.35E+5,951534.0
335271.0,943087.0
322371.0,933910.0
306095.0,917578.0
291622.0,933344.0
296841.0,965593.0
5601,23
377180.0,672603.0
386871.65625,670868.6875
395338.75,664129.9375
397942.46875,657533.4375
396950.875,656686.0625
395568.8125,655986.5625
394670.5625,655424.125
394699.0,654134.0
394697.34375,652470.8125
393022.71875,650522.6875
388048.875,644737.125
387423.53125,643756.75
385430.8125,640700.4375
384473.9375,639866.3125
383619.84375,639015.5
381283.25,639332.75
378995.75,637897.6875
366182.0,6.4E+5
356344.0,660564.0
365360.0,660797.0
366580.0,669164.0
3.75E+5,664270.0
377180.0,672603.0
6125,36
278680.0625,882371.8125
294960.0,887843.0
282476.0,869104.0
263697.0,868058.0
2.55E+5,856337.0
267891.0,867017.0
281168.0,867040.0
266107.0,847813.0
254480.0,847340.0
235277.0,848414.0
232760.0,848360.0
217602.0,841576.0
214091.875,841215.1875
211804.0,840980.0
205306.0,844697.0
189365.0,836048.0
192643.0,842160.0
172554.0,834786.0
167945.0,849321.0
172185.0,861526.0
188621.0,854285.0
172225.0,867565.0
181175.0,873819.0
173315.0,8.8E+5
177971.0,892509.0
185818.0,880852.0
185832.0,898586.0
209072.0,888299.0
200990.0,899577.0
217612.0,885278.0
196139.0,914664.0
207819.0,919468.0
230799.0,898546.0
228978.0,884751.0
258106.0,881725.0
262028.0,888588.0
6554,10
328040.0,1011192.0
321498.0,1013014.0
329122.0,1030057.0
342493.0,1021407.0
336822.0,1013285.0
354193.0,1011994.0
355279.21875,1003229.8125
352440.0,998788.0
344033.0,1008817.0
330848.0,1003404.0
6019,16
348968.0,868724.0
352324.0,867538.0
359282.0,847622.0
341854.0,845612.0
341419.0,822424.0
331172.0,821400.0
319979.0,805281.0
298146.0,801808.0
312335.0,810648.0
316790.0,834016.0
309789.0,842190.0
297888.0,840226.0
294866.0,861442.0
310239.0,865683.0
319449.0,871195.0
344606.0,866844.0
6655,6
450593.0,1203008.0
454570.0,1202881.0
453321.0,1181841.0
448554.0,1181021.0
443698.0,1191519.0
450593.0,1203008.0
6123,32
192646.0,807178.0
216426.0,805179.0
228631.0,808385.0
240623.0,797742.0
243605.03125,783357.8125
246162.0,771024.0
237281.0,761037.0
233493.0,757097.0
238907.0,750238.0
209543.0,742400.0
211205.0,750612.0
196145.0,752637.0
217455.0,761886.0
201328.0,761760.0
212735.0,776126.0
196811.0,779217.0
209533.0,774910.0
185330.0,750772.0
173042.0,740125.0
154580.0,754903.0
164716.0,758643.0
181402.0,761700.0
141481.0,767544.0
170817.0,772220.0
162678.0,773361.0
176563.0,782014.0
161327.0,783560.0
166974.0,795509.0
186828.0,794695.0
170508.0,800950.0
174403.0,808251.0
188201.0,800481.0
6017,16
397156.0,840640.0
399497.0,838711.0
407583.0,832302.0
400748.0,824336.0
399049.0,829953.0
396422.0,813458.0
383522.0,816102.0
378244.0,802083.0
341801.0,811258.0
319979.0,805281.0
331172.0,821400.0
341419.0,822424.0
341854.0,845612.0
359282.0,847622.0
377075.0,828194.0
384736.0,842603.0
6756,31
123439.453125,905891.4375
123535.0,897662.0
116883.0,899707.0
118843.0,891697.0
106673.0,884739.0
95631.0,894369.0
114922.0,900325.0
97785.0,911532.0
1.05E+5,916741.0
97808.0,926812.0
105114.0,939519.0
110221.0,936110.0
122781.0,929746.0
117186.0,9.43E+5
132695.0,950744.0
152439.0,966345.0
156539.0,946922.0
1.47E+5,939384.0
143244.0,934403.0
153266.0,936020.0
151431.0,929288.0
143756.0,932265.0
141864.0,931794.0
142845.0,924250.0
127016.0,919949.0
141444.0,921791.0
142266.0,911796.0
134935.0,911157.0
129493.0,910774.0
135476.0,903103.0
124657.0,901558.0
6127,29
296841.0,965593.0
291622.0,933344.0
306095.0,917578.0
2.8E+5,895321.0
274788.0,886296.0
249095.0,9.0E+5
262028.0,888588.0
258106.0,881725.0
228978.0,884751.0
230799.0,898546.0
207819.0,919468.0
200744.0,934362.0
217132.0,935882.0
215920.0,950608.0
223695.0,946955.0
218185.0,953204.0
224567.0,954564.0
217966.0,960350.0
225554.0,974961.0
235916.0,971063.0
236354.0,961840.0
237152.0,967956.0
245669.0,965600.0
239510.0,954142.0
250160.0,968660.0
258493.0,960536.0
254861.0,952267.0
263846.0,963733.0
285424.0,966266.0
6124,5
294866.0,861442.0
297888.0,840226.0
289113.0,829193.0
276692.0,845195.0
282245.0,854216.0
5811,23
246670.0,587314.0
254772.0,576112.0
252737.0,552308.0
245464.0,563190.0
2.45E+5,557467.0
247093.0,549867.0
246529.0,534408.0
236226.0,540564.0
216604.0,556376.0
209783.0,549525.0
215813.0,530297.0
206767.0,546420.0
200292.0,553455.0
197540.0,572048.0
205553.0,561265.0
205640.0,571229.0
215252.0,577920.0
219709.0,557556.0
228857.0,564451.0
226691.0,572169.0
233626.0,568960.0
230207.0,583221.0
243272.0,588944.0
5914,11
333001.0,723320.0
344794.0,729368.0
350116.0,724367.0
3.46E+5 ,7.19E+5
361855.0,710883.0
355841.0,702699.0
345756.0,700805.0
3.4E+5,7.02E+5
320767.0,705304.0
314402.0,709331.0
321167.0,718312.0
6018,14
378244.0,802083.0
3.92E+5,802947.0
395410.65625,800411.875
392336.0,794339.0
387947.0,783674.0
387947.0,783674.0
382345.0,770471.0
372557.0,762318.0
346094.0,788709.0
316441.0,776777.0
290421.0,784317.0
298146.0,801808.0
319979.0,805281.0
341801.0,811258.0
6120,13
289113.0,829193.0
297888.0,840226.0
309789.0,842190.0
316790.0,834016.0
312335.0,810648.0
298146.0,801808.0
290421.0,784317.0
255612.0,773528.0
250052.0,767851.0
246162.0,771024.0
243605.03125,783357.8125
240623.0,797742.0
269869.0,805592.0
5602,11
347058.0,658756.0
356344.0,660564.0
366182.0,6.4E+5
366802.0,629536.0
339196.0,617615.0
329563.0,607539.0
316412.0,606904.0
316714.0,617492.0
317633.0,626664.0
342170.0,636264.0
331509.0,648146.0
6122,17
232760.0,848360.0
235277.0,848414.0
254480.0,847340.0
266133.0,845839.0
277075.0,857560.0
282245.0,854216.0
276692.0,845195.0
289113.0,829193.0
269869.0,805592.0
240623.0,797742.0
228631.0,808385.0
216426.0,805179.0
201864.0,818968.0
217605.671875,830865.75
218829.0,831090.0
214091.875,841215.1875
217602.0,841576.0
5603,50
366182.0,6.4E+5
378995.75,637897.6875
380628.03125,637297.5
380348.6875,636074.375
381492.71875,635048.1875
381922.25,634012.375
381750.0,632253.0
382789.3125,631171.125
384191.21875,629688.875
385177.0,628412.0
387574.0,620165.0
388718.5625,619796.1875
388295.4375,618804.5
387870.125,617078.1875
387108.40625,616020.5625
385993.90625,615403.5625
383603.46875,615468.75
382551.75,614748.375
381328.9375,613456.5625
380261.6875,612580.1875
379080.21875,612934.5
378602.8125,611272.4375
378195.46875,608795.1875
377941.84375,607813.0
376085.53125,606356.8125
373302.75,607262.25
371887.21875,607320.1875
369708.0,606769.0
368707.53125,606052.8125
368246.71875,605048.6875
367498.59375,604064.8125
366411.5625,603307.0
362877.6875,599982.875
360180.25,597267.125
360257.0,594780.0
359828.375,593738.375
356613.8125,590008.4375
356447.0625,589006.625
355940.1875,588105.375
353363.96875,586076.3125
352393.1875,585102.25
351377.09375,584546.125
350195.1875,583677.25
348131.1875,582868.125
345389.3125,579664.5
343358.0,598779.0
333858.0,597992.0
329563.0,607539.0
339196.0,617615.0
366802.0,629536.0
6451,9
372557.0,762318.0
363179.0,740133.0
351626.0,732228.0
341186.0,743388.0
328474.0,739071.0
333311.0,747362.0
317381.0,760256.0
316441.0,776777.0
346094.0,788709.0
6015,5
393827.0,809112.0
3.92E+5,802947.0
378244.0,802083.0
383522.0,816102.0
396422.0,813458.0
6332,39
209543.0,742400.0
238907.0,750238.0
237566.0,734743.0
226668.0,728626.0
227791.0,718016.0
229351.0,704322.0
221915.0,693455.0
218972.0,700709.0
217636.0,676539.0
213308.0,667159.0
206046.0,6.82E+5
207661.0,671440.0
2.0E+5,676916.0
199329.96875,672175.375
199249.0,663763.0
190788.0,671136.0
194829.0,687855.0
218518.0,712286.0
185694.0,687605.0
192239.0,659294.0
182647.0,648961.0
172064.0,620690.0
175998.0,611707.0
158836.0,607226.0
165344.0,624538.0
169097.0,649495.0
185082.0,6.68E+5
173442.0,657906.0
172089.0,670008.0
177214.0,685951.0
168061.0,679154.0
180450.0,692518.0
180146.0,708607.0
183628.0,714114.0
175219.0,716845.0
185792.0,729930.0
188373.0,733665.0
201004.0,732922.0
203440.0,732958.0
6346,10
290717.0,655664.0
307735.0,654087.0
312337.0,647319.0
303702.0,636362.0
304662.0,614183.0
297303.0,601442.0
274527.0,620693.0
271556.0,635107.0
274863.0,641767.0
279848.0,651094.0
5913,5
3.4E+5,7.02E+5
328374.0,691779.0
321101.0,685805.0
318538.0,697940.0
320767.0,705304.0
5912,7
3.15E+5,697724.0
318538.0,697940.0
321101.0,685805.0
313879.0,682331.0
312035.0,681319.0
291874.0,688728.0
298488.0,691918.0
5809,11
265992.0,603280.0
274527.0,620693.0
297303.0,601442.0
310780.0,565433.0
307740.125,566588.75
300381.0,565809.0
297331.0,575629.0
299881.0,557961.0
291518.0,556098.0
292940.0,573621.0
275479.0,582205.0
6228,9
332787.0,673159.0
349407.0,685877.0
361919.0,682455.0
377180.0,672603.0
3.75E+5,664270.0
366580.0,669164.0
365360.0,660797.0
356344.0,660564.0
347058.0,658756.0
6453,30
316441.0,776777.0
317381.0,760256.0
333311.0,747362.0
328474.0,739071.0
323292.0,734034.0
330237.0,726656.0
320018.875,718961.3125
321167.0,718312.0
314402.0,709331.0
320767.0,705304.0
318538.0,697940.0
3.15E+5,697724.0
298488.0,691918.0
297201.0,701627.0
286574.0,701933.0
275736.0,700191.0
278571.0,707577.0
261733.0,723227.0
264748.0,724417.0
267896.0,736980.0
258373.0,734511.0
254834.0,742016.0
237566.0,734743.0
238907.0,750238.0
233493.0,757097.0
237281.0,761037.0
246162.0,771024.0
250052.0,767851.0
255612.0,773528.0
290421.0,784317.0
6231,8
305532.0,679799.0
311189.0,678784.0
312704.0,659364.0
307735.0,654087.0
290717.0,655664.0
292981.0,666794.0
287710.0,665963.0
286127.0,668528.0
6336,11
258712.0,632155.0
271556.0,635107.0
274527.0,620693.0
265992.0,603280.0
248144.0,592429.0
246670.0,587314.0
243272.0,588944.0
245402.0,604169.0
235206.0,6.14E+5
242773.0,614618.0
246828.0,632453.0
5810,16
248144.0,592429.0
265992.0,603280.0
275479.0,582205.0
292940.0,573621.0
291518.0,556098.0
285281.0,552402.0
283299.0,5.6E+5
277648.0,546351.0
268514.0,543626.0
267806.0,551561.0
265346.0,543261.0
257718.0,550543.0
259431.0,557396.0
252737.0,552308.0
254772.0,576112.0
246670.0,587314.0
6230,4
314305.0,659828.0
332787.0,673159.0
347058.0,658756.0
331509.0,648146.0
5707,24
258373.0,734511.0
267896.0,736980.0
264748.0,724417.0
261733.0,723227.0
278571.0,707577.0
275736.0,700191.0
286574.0,701933.0
283027.0,694588.0
287328.75,691738.625
274209.0,683508.0
271788.0,683741.0
269309.0,683020.0
265911.0,681541.0
256983.0,683822.0
257360.0,676248.0
250189.0,678029.0
248465.0,678894.0
242779.0,689450.0
233418.0,712863.0
235508.0,717799.0
227791.0,718016.0
226668.0,728626.0
237566.0,734743.0
254834.0,742016.0
6345,17
232714.0,633968.0
236768.0,636881.0
246828.0,632453.0
242773.0,614618.0
235206.0,6.14E+5
245402.0,604169.0
243272.0,588944.0
230207.0,583221.0
233626.0,568960.0
226691.0,572169.0
228857.0,564451.0
219709.0,557556.0
215252.0,577920.0
205640.0,571229.0
207916.140625,581753.6875
221839.0,608598.0
233857.0,622113.0
6343,6
236768.0,673889.0
235230.0,664001.0
227878.0,665244.0
219331.0,668379.0
220537.0,676093.0
231120.0,675053.0
6337,7
227878.0,665244.0
241202.0,652965.0
236768.0,636881.0
232714.0,633968.0
223917.0,641874.0
220762.0,654079.0
219331.0,668379.0
6347,6
272040.0,672015.0
281521.0,673147.0
286127.0,668528.0
287710.0,665963.0
270191.0,663159.0
270488.0,665080.0
6338,12
233418.0,712863.0
242779.0,689450.0
248465.0,678894.0
245414.0,673261.0
239340.0,675624.0
229608.0,682213.0
223573.0,691103.0
222548.0,680699.0
220671.0,688153.0
229351.0,704322.0
227791.0,718016.0
235508.0,717799.0
6334,5
250189.0,678029.0
251399.0,672324.0
250475.0,668856.0
245414.0,673261.0
248465.0,678894.0
6349,8
247990.0,667816.0
254177.828125,667299.125
252136.0,658209.0
246952.0,651791.0
241202.0,652965.0
227878.0,665244.0
235230.0,664001.0
236768.0,673889.0
5706,6
287328.75,691738.625
290567.0,682257.0
305532.0,679799.0
286127.0,668528.0
281521.0,673147.0
274209.0,683508.0
5705,6
286574.0,701933.0
297201.0,701627.0
298488.0,691918.0
291874.0,688728.0
287328.75,691738.625
283027.0,694588.0
6348,8
287710.0,665963.0
292981.0,666794.0
290717.0,655664.0
279848.0,651094.0
274570.0,6.55E+5
271680.09375,657757.5
268229.0,662661.0
270191.0,663159.0
6229,6
311189.0,678784.0
321930.0,677377.0
330773.0,674093.0
332787.0,673159.0
314305.0,659828.0
312704.0,659364.0
6344,6
241202.0,652965.0
246952.0,651791.0
258830.0,645139.0
258712.0,632155.0
246828.0,632453.0
236768.0,636881.0
6339,6
257879.0,657031.0
267297.0,656910.0
274863.0,641767.0
271556.0,635107.0
258712.0,632155.0
258830.0,645139.0
6342,7
267205.03125,662027.5
268229.0,662661.0
271680.09375,657757.5
274570.0,6.55E+5
279848.0,651094.0
274863.0,641767.0
267297.0,656910.0
6341,12
251399.0,672324.0
256521.0,673065.0
270488.0,665080.0
270191.0,663159.0
268229.0,662661.0
267205.03125,662027.5
267297.0,656910.0
257879.0,657031.0
252136.0,658209.0
254177.828125,667299.125
254177.828125,667299.125
250475.0,668856.0
6452,5
351626.0,732228.0
330237.0,726656.0
323292.0,734034.0
328474.0,739071.0
341186.0,743388.0
6335,6
274209.0,683508.0
281521.0,673147.0
272040.0,672015.0
265911.0,681541.0
269309.0,683020.0
271788.0,683741.0
6333,4
257360.0,676248.0
256521.0,673065.0
251399.0,672324.0
250189.0,678029.0
6340,4
252136.0,658209.0
257879.0,657031.0
258830.0,645139.0
246952.0,651791.0
6350,6
265911.0,681541.0
272040.0,672015.0
270488.0,665080.0
256521.0,673065.0
257360.0,676248.0
256983.0,683822.0
5604,10
314305.0,659828.0
331509.0,648146.0
342170.0,636264.0
317633.0,626664.0
316714.0,617492.0
304662.0,614183.0
303702.0,636362.0
312337.0,647319.0
307735.0,654087.0
312704.0,659364.0
5808,18
316714.0,617492.0
316412.0,606904.0
329563.0,607539.0
333858.0,597992.0
343358.0,598779.0
345389.3125,579664.5
343528.53125,578078.625
339478.78125,573855.5
338638.84375,573204.5
336641.4375,573503.3125
334887.53125,573850.9375
333170.59375,573692.4375
333875.90625,572173.3125
332980.0,568795.625
332696.75,566976.75
310780.0,565433.0
297303.0,601442.0
304662.0,614183.0
